"","EMTP","EMSECSM","WAPRSM3","WASCSM3","RACETHM","EMST_TOGA","SEX_2023","DGRDG","HDADV","HDCAR","HDCHG","HDEM","HDGRD","HDINT","HDOT","HDSKL","NDGMENG","NDGMEMG","HDCRN21C","EDDAD","EDMOM","N2DGRMED","FACADV","FACBEN","FACCHAL","FACIND","FACLOC","FACRESP","FACSAL","FACSEC","FACSOC","N3OCPRNG","N2OCPRMG","Years_To_First_Job","AGE","WKSWK","HRSWK","SALARY"
"4330","10","3","1","3","1","93","M","1","L","L","L","L","L","L","L","L","54","5","L","5","2","547280","1","1","1","1","2","1","1","1","1","54","5","0",30,52,40,230000
"4331","10","3","5","6","5","97","M","1","L","L","L","L","L","L","L","L","56","5","16","2","2","567350","2","1","2","1","2","2","2","2","2","56","5","0",32,52,45,98000
"4332","13","3","5","1","4","98","F","1","L","L","L","L","L","L","L","L","56","5","16","4","5","567350","1","1","2","2","1","2","1","1","2","56","5","2",31,52,40,84800
"4333","10","3","1","4","1","91","M","3","L","L","L","L","L","L","L","L","33","3","15","1","1","338780","1","1","1","1","1","1","1","1","1","11","1","8",30,52,40,160000
"4334","10","3","4","7","5","87","F","2","L","L","L","L","L","L","L","L","12","1","16","7","7","128420","1","1","1","1","1","1","1","1","1","11","1","6",32,52,40,165000
"4335","17","2","3","3","5","97","M","2","L","L","L","L","L","L","L","L","53","5","15","4","4","537260","1","1","2","1","1","1","1","1","2","53","5","2",30,52,40,120000
"4336","12","3","3","3","5","93","F","1","L","L","L","L","L","L","L","L","43","4","16","7","5","438940","2","2","2","2","2","2","2","2","2","76","7","5",32,52,30,100000
"4337","13","3","3","7","1","98","M","2","L","L","L","L","L","L","L","L","71","7","15","3","3","716570","1","1","1","2","2","1","1","1","2","12","1","9",32,52,40,200000
"4338","13","3","3","6","5","98","F","1","L","L","L","L","L","L","L","L","61","6","19","4","1","617900","2","2","3","2","1","3","1","1","2","72","7","5",29,52,40,105000
"4339","13","3","4","7","5","98","F","1","L","L","L","L","L","L","L","L","11","1","15","5","5","116730","2","1","3","2","1","3","1","1","3","11","1","2",24,52,40,87000
"4340","01","1","2","7","5","93","F","2","L","L","L","L","L","L","L","L","72","7","17","5","5","727130","1","1","1","1","1","1","1","1","1","63","6","6",34,40,50,98000
"4341","10","3","6","3","3","85","M","2","L","L","L","L","L","L","L","L","71","7","17","1","1","716530","1","1","1","1","1","1","1","1","1","61","6","4",32,52,45,95000
"4342","10","3","4","1","1","93","M","3","Y","Y","N","N","N","N","N","Y","11","1","15","4","4","116730","1","1","2","2","1","2","1","1","2","11","1","7",29,52,60,140000
"4343","10","3","1","1","5","87","M","1","L","L","L","L","L","L","L","L","56","5","16","2","2","567350","1","1","1","1","1","2","1","2","2","56","5","2",31,52,42,93000
"4344","10","3","6","3","1","88","F","1","L","L","L","L","L","L","L","L","22","2","15","5","7","226320","2","1","2","2","1","2","1","1","2","78","7","1",28,52,40,58240
"4345","10","3","6","1","3","98","F","4","L","L","L","L","L","L","L","L","61","6","M","4","4","617880","1","1","4","1","1","1","1","1","1","78","7","7",28,52,40,114600
"4346","10","3","4","6","5","91","M","1","L","L","L","L","L","L","L","L","76","7","20","2","2","766610","2","2","2","2","1","2","1","1","1","11","1","4",24,52,40,50000
"4347","01","1","3","3","5","88","M","2","Y","Y","N","N","N","N","N","Y","75","7","16","4","4","759260","2","1","1","1","3","1","1","1","1","78","7","0",30,52,60,60000
"4348","15","2","1","3","5","85","F","2","L","L","L","L","L","L","L","L","61","6","15","5","4","617900","1","2","1","1","2","2","1","2","1","22","2","8",29,52,38,79030
"4349","11","3","1","1","3","97","M","1","L","L","L","L","L","L","L","L","43","4","17","8","3","438940","3","2","4","2","2","3","1","1","3","43","4","0",22,52,40,43000
"4350","10","3","4","6","5","97","M","1","L","L","L","L","L","L","L","L","33","3","16","5","4","338780","1","1","1","1","1","1","1","1","1","11","1","3",25,52,44,85000
"4351","15","2","6","3","5","93","F","2","L","L","L","L","L","L","L","L","21","2","15","5","6","216080","2","2","1","2","1","2","2","1","1","34","3","6",32,52,40,73000
"4352","03","1","1","1","7","93","F","3","L","L","L","L","L","L","L","L","43","4","15","4","3","438970","1","1","1","1","1","2","1","2","1","45","4","8",27,52,40,60000
"4353","10","3","4","1","1","97","M","3","L","L","L","L","L","L","L","L","12","1","15","4","2","128420","2","1","2","2","2","2","1","1","2","11","1","9",35,52,40,175000
"4354","10","3","6","7","1","92","M","4","L","L","L","L","L","L","L","L","61","6","15","4","5","617860","2","1","2","1","1","2","1","2","2","61","6","8",32,52,24,350000
"4355","10","3","5","3","5","93","M","2","L","L","L","L","L","L","L","L","56","5","15","4","5","567350","2","2","2","2","2","2","2","2","2","56","5","2",32,52,42,110000
"4356","10","3","3","6","4","91","M","1","L","L","L","L","L","L","L","L","57","5","15","5","4","577410","2","1","3","3","1","3","1","1","3","57","5","4",27,52,50,175000
"4357","14","2","1","5","5","90","F","1","L","L","L","L","L","L","L","L","22","2","15","2","5","226420","1","1","1","1","2","1","1","1","1","11","1","5",29,52,40,41000
"4358","10","3","3","5","5","97","M","1","L","L","L","L","L","L","L","L","56","5","16","3","5","567350","1","1","1","1","2","1","1","1","2","62","6","1",28,52,45,110000
"4359","04","1","6","3","5","87","F","3","L","L","L","L","L","L","L","L","22","2","15","5","5","226340","2","2","1","2","1","2","2","2","1","61","6","10",34,52,65,73000
"4360","11","3","1","4","3","98","M","1","L","L","L","L","L","L","L","L","41","4","21","3","1","419230","1","1","1","1","1","1","1","1","1","41","4","3",29,52,20,25424
"4361","10","3","4","3","1","97","M","2","L","L","L","L","L","L","L","L","12","1","15","2","2","128410","2","1","1","1","1","2","1","1","3","11","1","8",33,52,60,265000
"4362","10","3","6","5","5","98","M","1","L","L","L","L","L","L","L","L","55","5","17","5","4","557330","2","1","1","2","1","1","2","2","1","57","5","5",29,52,45,93000
"4363","11","3","3","3","4","93","F","2","L","L","L","L","L","L","L","L","64","6","15","1","3","646100","1","1","1","2","1","1","2","1","1","72","7","3",25,52,40,76000
"4364","10","3","5","3","5","88","M","1","L","L","L","L","L","L","L","L","54","5","16","2","4","547280","1","1","1","1","2","1","1","1","3","54","5","1",34,52,40,122000
"4365","11","3","6","7","5","85","F","2","L","L","L","L","L","L","L","L","43","4","18","2","2","438910","2","1","2","1","2","2","1","1","2","75","7","3",23,52,40,60000
"4366","13","3","6","1","5","88","M","2","L","L","L","L","L","L","L","L","71","7","18","4","4","716530","1","1","1","1","2","1","1","1","1","11","1","9",31,52,45,115000
"4367","04","1","1","7","1","97","F","2","L","L","L","L","L","L","L","L","22","2","M","5","2","226340","2","1","2","3","1","2","1","1","1","22","2","2",26,52,40,42000
"4368","10","3","4","3","5","93","M","1","L","L","L","L","L","L","L","L","63","6","15","3","3","636720","2","1","1","2","1","2","1","2","3","11","1","2",32,52,35,168000
"4369","03","1","1","2","5","87","F","2","L","L","L","L","L","L","L","L","22","2","17","7","5","226320","2","1","2","1","2","1","1","1","1","28","2","0",24,52,30,26000
"4370","10","3","1","1","1","87","F","3","L","L","L","L","L","L","L","L","22","2","15","1","1","226390","1","1","1","2","1","2","1","1","2","22","2","8",29,52,40,145000
"4371","10","3","1","5","1","93","F","1","L","L","L","L","L","L","L","L","75","7","L","5","4","759440","2","1","2","2","1","2","2","1","2","11","1","5",34,52,40,73000
"4372","04","1","1","1","4","90","M","3","L","L","L","L","L","L","L","L","22","2","15","5","5","226420","2","2","2","2","2","2","2","2","2","22","2","7",32,52,40,52000
"4373","10","3","3","7","1","93","F","2","L","L","L","L","L","L","L","L","57","5","15","4","4","577300","1","2","1","2","1","2","2","1","1","72","7","10",33,52,16,26400
"4374","13","3","3","3","1","97","F","1","L","L","L","L","L","L","L","L","11","1","15","2","2","116710","2","1","2","2","1","2","1","1","2","11","1","2",35,52,50,100000
"4375","11","3","6","7","5","97","F","2","L","L","L","L","L","L","L","L","43","4","18","4","4","438970","2","2","1","1","2","1","1","2","1","43","4","2",24,52,50,55000
"4376","13","3","3","1","5","85","M","2","Y","Y","N","N","N","N","N","Y","74","7","15","4","5","746560","1","1","2","1","2","2","1","1","2","57","5","0",29,52,40,110000
"4377","11","3","1","1","5","98","M","2","L","L","L","L","L","L","L","L","54","5","15","4","4","547280","1","1","2","2","1","2","1","1","2","54","5","8",31,52,40,156700
"4378","10","3","4","7","1","93","M","1","L","L","L","L","L","L","L","L","11","1","18","4","3","116710","1","2","1","2","1","3","2","1","1","11","1","2",28,52,40,90000
"4379","13","3","3","6","5","88","M","2","L","L","L","L","L","L","L","L","12","1","15","5","5","128430","1","1","2","2","1","2","1","1","2","62","6","9",30,52,50,180000
"4380","10","3","5","3","7","93","M","1","L","L","L","L","L","L","L","L","11","1","18","3","5","116770","1","1","1","1","2","1","1","1","1","11","1","2",34,52,40,212000
"4381","10","3","4","7","1","93","M","1","L","L","L","L","L","L","L","L","11","1","16","6","5","116730","1","1","1","3","2","1","1","2","4","11","1","1",24,52,40,93000
"4382","14","2","6","3","7","98","M","2","L","L","L","L","L","L","L","L","43","4","17","4","8","438920","2","1","3","1","2","2","1","1","2","75","7","8",30,52,41,56000
"4383","10","3","4","3","5","87","M","1","L","L","L","L","L","L","L","L","11","1","15","3","2","116730","3","1","3","2","1","4","1","2","3","11","1","0",34,52,40,115000
"4384","10","3","3","3","4","85","F","1","L","L","L","L","L","L","L","L","11","1","15","8","4","116730","1","1","1","1","1","1","1","1","1","78","7","5",29,52,40,65000
"4385","10","3","5","1","5","87","M","2","L","L","L","L","L","L","L","L","57","5","18","5","4","577310","2","2","2","2","3","2","1","2","2","56","5","0",28,52,40,108000
"4386","10","3","3","1","4","91","F","1","L","L","L","L","L","L","L","L","75","7","18","2","2","757600","1","1","1","1","2","1","1","1","1","72","7","1",30,52,40,45000
"4387","10","3","6","3","5","98","F","4","L","L","L","L","L","L","L","L","76","7","M","2","5","768100","2","1","2","3","1","2","1","2","3","78","7","8",30,52,40,200000
"4388","17","2","1","1","5","87","M","3","Y","Y","N","N","N","N","N","Y","56","5","15","4","5","567350","1","1","1","1","1","1","1","1","2","51","5","8",31,52,40,82000
"4389","15","2","1","3","4","93","F","1","L","L","L","L","L","L","L","L","23","2","19","2","3","236800","1","1","2","2","2","2","1","1","2","32","3","5",24,52,40,63000
"4390","14","2","6","7","4","98","F","1","L","L","L","L","L","L","L","L","23","2","15","4","2","236800","1","1","1","1","1","1","1","2","2","34","3","5",26,52,40,60000
"4391","10","3","3","6","4","91","F","1","L","L","L","L","L","L","L","L","55","5","15","1","3","557330","1","1","1","2","1","2","2","1","1","62","6","2",23,52,50,85000
"4392","11","3","6","7","5","85","F","2","L","L","L","L","L","L","L","L","61","6","15","4","3","617870","1","1","1","1","1","1","1","1","1","61","6","6",27,52,40,118000
"4393","11","3","3","3","7","98","F","2","L","L","L","L","L","L","L","L","61","6","16","2","3","617900","2","1","2","2","1","2","1","1","1","61","6","4",26,52,40,60400
"4394","17","2","6","1","4","98","F","2","L","L","L","L","L","L","L","L","41","4","15","3","4","419230","1","1","1","1","2","2","2","1","1","12","1","6",32,52,40,115000
"4395","10","3","5","3","5","97","M","2","L","L","L","L","L","L","L","L","54","5","15","6","5","547280","1","2","2","2","1","2","2","1","1","54","5","8",31,52,40,100000
"4396","10","3","4","1","1","93","M","2","L","L","L","L","L","L","L","L","12","1","16","5","4","128430","1","1","1","1","1","2","1","2","3","11","1","9",34,52,50,490000
"4397","10","3","3","1","5","93","M","2","Y","Y","Y","N","N","Y","N","Y","71","7","15","4","4","716530","1","1","1","1","2","1","1","2","2","76","7","9",32,52,40,155000
"4398","01","1","2","7","5","98","F","2","L","L","L","L","L","L","L","L","62","6","21","4","6","627060","2","1","1","2","1","1","1","1","2","73","7","8",31,45,40,75000
"4399","10","3","5","4","5","97","M","1","L","L","L","L","L","L","L","L","11","1","15","6","3","116730","1","1","1","1","1","1","1","1","1","12","1","0",22,52,40,130000
"4400","10","3","3","3","5","87","F","2","L","L","L","L","L","L","L","L","71","7","16","3","3","716530","2","1","2","2","1","2","1","1","2","72","7","9",35,52,40,126000
"4401","11","3","3","3","4","98","F","2","L","L","L","L","L","L","L","L","72","7","18","3","2","727010","1","1","1","1","2","1","1","1","2","72","7","8",31,52,40,85000
"4402","11","3","6","1","4","93","F","2","Y","Y","Y","N","Y","N","N","Y","73","7","21","1","3","739100","1","1","1","2","1","1","1","1","1","75","7","8",31,52,40,78000
"4403","12","3","1","3","5","92","F","2","L","L","L","L","L","L","L","L","22","2","15","4","4","226410","2","2","2","2","2","2","2","2","2","22","2","4",25,52,40,62000
"4404","10","3","4","5","7","93","M","1","L","L","L","L","L","L","L","L","11","1","18","3","4","116730","1","1","1","1","1","1","1","1","2","11","1","4",33,52,40,171000
"4405","05","1","1","1","5","85","F","3","L","L","L","L","L","L","L","L","22","2","L","8","8","226310","1","1","1","1","1","1","1","1","1","22","2","9",30,52,40,57000
"4406","12","3","2","1","7","93","F","2","L","L","L","L","L","L","L","L","62","6","15","3","3","627060","2","4","2","2","1","1","1","1","2","78","7","10",34,52,2,14000
"4407","10","3","3","1","4","93","F","1","L","L","L","L","L","L","L","L","56","5","32","5","5","567350","1","2","2","4","1","2","1","2","4","56","5","5",30,52,40,102000
"4408","03","1","1","2","5","98","F","3","L","L","L","L","L","L","L","L","41","4","15","6","4","419230","1","2","2","2","2","2","2","2","1","74","7","6",27,40,50,262000
"4409","01","1","2","7","4","87","F","1","L","L","L","L","L","L","L","L","62","6","17","3","4","627060","2","1","2","2","1","2","1","2","2","63","6","0",26,40,40,41684
"4410","11","3","3","3","5","87","F","2","L","L","L","L","L","L","L","L","71","7","19","2","3","716530","2","1","2","1","1","2","1","1","3","62","6","7",27,52,40,132000
"4411","01","1","6","2","3","98","F","1","L","L","L","L","L","L","L","L","43","4","15","2","2","438970","2","1","1","1","1","1","1","1","1","61","6","5",29,47,40,67000
"4412","10","3","5","6","1","88","M","2","L","L","L","L","L","L","L","L","54","5","16","2","2","547280","1","1","2","2","1","2","1","1","2","54","5","7",33,52,40,99700
"4413","10","3","5","3","5","98","M","1","L","L","L","L","L","L","L","L","53","5","15","2","2","537260","1","1","1","1","1","1","1","1","1","53","5","0",28,52,50,82000
"4414","05","1","1","6","4","91","F","1","L","L","L","L","L","L","L","L","22","2","L","4","3","226320","1","1","1","1","2","1","1","1","3","22","2","2",24,52,40,51401
"4415","15","2","5","7","1","98","M","2","L","L","L","L","L","L","L","L","53","5","15","4","4","537260","1","1","1","2","1","2","1","1","2","53","5","6",29,52,40,83500
"4416","10","3","1","1","5","87","M","3","L","L","L","L","L","L","L","L","31","3","15","4","4","318730","1","1","2","2","1","2","1","1","2","31","3","8",31,52,38,126000
"4417","10","3","6","3","5","90","M","1","L","L","L","L","L","L","L","L","11","1","15","6","6","116770","2","1","3","2","2","3","1","1","3","64","6","0",29,52,40,37500
"4418","10","3","4","5","4","93","M","1","L","L","L","L","L","L","L","L","11","1","L","1","4","116730","1","1","2","1","2","2","1","1","2","11","1","2",27,52,40,167148
"4419","14","2","5","6","7","93","F","1","L","L","L","L","L","L","L","L","52","5","15","2","3","527250","1","1","1","1","2","2","1","2","3","52","5","5",28,52,40,107000
"4420","10","3","5","3","1","87","M","2","L","L","L","L","L","L","L","L","56","5","15","4","4","567350","1","1","1","2","1","1","1","1","2","56","5","2",24,52,45,77000
"4421","10","3","3","3","4","91","F","1","L","L","L","L","L","L","L","L","56","5","15","1","1","567350","1","1","2","1","2","1","1","1","2","62","6","3",35,52,40,70000
"4422","03","1","3","2","5","92","M","3","L","L","L","L","L","L","L","L","11","1","15","4","4","116730","3","2","2","2","1","2","2","2","1","18","1","10",34,39,45,90000
"4423","10","3","3","3","5","97","M","2","L","L","L","L","L","L","L","L","71","7","16","5","5","716530","1","1","2","1","1","2","1","2","1","72","7","7",27,52,40,65000
"4424","10","3","5","3","1","87","F","2","L","L","L","L","L","L","L","L","64","6","15","4","4","646100","1","2","1","1","2","2","2","2","2","65","6","10",34,52,40,72000
"4425","10","3","4","3","5","97","M","2","Y","Y","Y","N","N","N","N","Y","63","6","M","5","5","636750","2","1","2","2","3","2","1","1","2","64","6","5",31,52,40,77500
"4426","11","3","4","1","4","87","M","2","L","L","L","L","L","L","L","L","31","3","15","5","3","318730","2","2","3","2","2","2","2","2","3","33","3","5",26,52,40,82400
"4427","10","3","3","5","4","93","M","2","L","L","L","L","L","L","L","L","56","5","16","4","4","567350","1","1","1","1","1","1","1","1","1","62","6","7",35,52,50,165000
"4428","10","3","3","7","1","87","M","2","Y","N","N","N","Y","N","N","Y","55","5","15","4","4","557330","2","1","2","2","2","2","1","1","1","55","5","6",29,52,40,76000
"4429","10","3","4","3","5","91","M","2","L","L","L","L","L","L","L","L","32","3","15","3","4","328760","2","1","2","2","1","2","1","1","2","11","1","6",28,52,40,100000
"4430","10","3","3","3","4","93","M","1","L","L","L","L","L","L","L","L","56","5","15","6","3","567350","1","1","1","1","1","1","1","1","1","11","1","4",26,52,40,180000
"4431","11","3","1","6","4","97","F","2","Y","Y","Y","N","N","N","N","Y","64","6","18","2","1","646100","1","1","1","1","1","1","1","1","2","45","4","10",31,52,40,86000
"4432","10","3","6","3","5","97","F","1","L","L","L","L","L","L","L","L","61","6","17","3","3","617870","2","1","2","2","2","2","1","2","2","61","6","0",22,52,36,70000
"4433","10","3","3","5","5","87","F","1","L","L","L","L","L","L","L","L","64","6","16","2","3","646520","2","1","2","1","1","2","1","1","2","65","6","4",26,52,37,125950
"4434","10","3","4","3","5","87","M","2","L","L","L","L","L","L","L","L","11","1","15","5","5","116730","2","1","2","1","1","3","1","1","2","11","1","3",23,52,36,140000
"4435","10","3","5","4","5","92","M","1","L","L","L","L","L","L","L","L","51","5","15","5","4","517210","2","1","2","2","1","2","1","2","2","51","5","5",29,52,40,117000
"4436","10","3","4","3","5","97","M","2","L","L","L","L","L","L","L","L","11","1","15","7","5","116730","1","2","1","2","1","2","1","1","1","62","6","0",31,52,40,204000
"4437","17","2","1","3","3","92","F","3","L","L","L","L","L","L","L","L","57","5","15","8","5","577340","1","1","1","2","2","2","1","1","1","34","3","9",32,52,40,135000
"4438","15","2","3","1","5","87","F","1","L","L","L","L","L","L","L","L","22","2","15","4","4","226400","1","1","1","1","1","1","1","1","1","78","7","1",28,52,40,75000
"4439","10","3","1","5","5","93","F","2","L","L","L","L","L","L","L","L","54","5","15","6","4","547280","1","2","1","2","1","2","2","1","1","54","5","5",29,52,40,125000
"4440","11","3","1","1","3","85","F","1","L","L","L","L","L","L","L","L","41","4","16","4","5","419230","2","1","2","2","1","2","1","1","1","45","4","3",24,52,40,103500
"4441","01","1","2","3","5","87","F","2","L","L","L","L","L","L","L","L","12","1","M","3","3","128420","2","1","2","2","1","2","1","1","2","63","6","0",31,52,55,68000
"4442","10","3","3","6","5","97","M","1","L","L","L","L","L","L","L","L","56","5","22","4","4","567350","2","1","1","2","1","1","2","1","1","56","5","3",28,52,45,86000
"4443","10","3","3","6","5","85","M","1","L","L","L","L","L","L","L","L","12","1","18","4","4","128410","1","1","2","2","1","2","1","1","2","11","1","3",25,52,40,90000
"4444","17","2","1","3","5","87","F","2","L","L","L","L","L","L","L","L","23","2","15","2","3","236800","2","2","1","1","1","1","2","2","2","22","2","4",32,52,40,82000
"4445","10","3","1","4","5","98","M","2","L","L","L","L","L","L","L","L","12","1","17","4","4","128440","3","1","2","2","1","3","1","2","2","12","1","7",28,52,40,155000
"4446","11","3","3","2","5","90","F","1","L","L","L","L","L","L","L","L","43","4","17","8","2","438940","4","1","2","1","2","2","1","2","1","75","7","3",22,52,40,35000
"4447","11","3","4","3","3","98","F","2","L","L","L","L","L","L","L","L","71","7","M","3","2","716570","1","1","1","1","2","1","1","1","1","72","7","10",33,52,90,140000
"4448","10","3","5","1","5","93","F","1","L","L","L","L","L","L","L","L","11","1","15","4","4","116770","2","1","1","2","1","1","1","2","3","77","7","3",23,52,40,96200
"4449","10","3","1","3","5","93","F","2","L","L","L","L","L","L","L","L","22","2","15","3","3","226420","1","1","2","2","1","2","1","1","2","65","6","4",28,52,45,80000
"4450","14","2","3","3","5","87","M","2","L","L","L","L","L","L","L","L","76","7","16","2","4","769010","3","1","2","1","2","1","1","1","1","72","7","2",22,52,36,46500
"4451","03","1","2","3","5","92","F","3","L","L","L","L","L","L","L","L","12","1","15","3","4","128420","2","1","2","1","2","2","1","2","2","18","1","6",30,38,40,63000
"4452","10","3","1","5","5","93","M","1","L","L","L","L","L","L","L","L","57","5","15","5","6","577240","1","1","1","1","1","1","1","1","1","57","5","2",25,52,35,100000
"4453","10","3","3","7","5","88","M","1","L","L","L","L","L","L","L","L","54","5","15","2","3","547280","2","1","2","2","1","2","1","1","2","57","5","1",30,52,40,110000
"4454","10","3","1","1","4","93","M","3","L","L","L","L","L","L","L","L","22","2","15","5","2","226340","1","2","1","1","1","2","2","3","1","22","2","10",30,52,45,155000
"4455","04","1","3","3","5","93","F","2","L","L","L","L","L","L","L","L","43","4","21","3","4","438920","1","1","1","1","1","1","1","1","1","71","7","4",31,52,40,65500
"4456","01","1","2","7","5","97","F","2","L","L","L","L","L","L","L","L","62","6","M","2","2","627090","2","1","2","2","2","2","2","1","2","63","6","4",31,52,40,54000
"4457","10","3","4","3","1","93","M","2","L","L","L","L","L","L","L","L","11","1","15","5","4","116730","1","2","1","1","2","1","2","1","1","11","1","3",24,52,40,152000
"4458","11","3","3","2","3","98","F","1","L","L","L","L","L","L","L","L","61","6","18","3","2","617870","2","1","2","1","2","1","1","1","1","75","7","1",29,52,40,40000
"4459","10","3","4","7","5","87","F","2","L","L","L","L","L","L","L","L","12","1","15","2","3","128440","3","1","3","2","1","3","1","1","2","12","1","1",27,52,40,145000
"4460","10","3","6","3","5","98","F","2","L","L","L","L","L","L","L","L","61","6","27","5","6","617900","2","1","2","2","1","2","1","1","1","22","2","2",33,52,40,203000
"4461","10","3","5","4","1","93","F","1","L","L","L","L","L","L","L","L","11","1","15","7","4","116730","2","1","3","3","2","3","1","2","4","64","6","1",26,52,40,300000
"4462","10","3","6","3","4","93","F","1","L","L","L","L","L","L","L","L","57","5","15","1","1","577340","2","1","1","1","1","1","1","2","2","56","5","2",23,52,60,140000
"4463","11","3","3","3","5","97","F","2","Y","Y","Y","N","N","N","N","Y","73","7","17","5","4","739100","2","2","2","2","1","2","1","2","1","75","7","9",31,52,35,55000
"4464","10","3","3","6","1","93","M","2","L","L","L","L","L","L","L","L","71","7","15","5","4","716530","2","1","2","1","1","1","1","1","2","71","7","10",35,52,40,200000
"4465","10","3","1","3","4","98","M","1","L","L","L","L","L","L","L","L","52","5","15","5","3","527250","3","2","3","2","1","3","1","2","1","62","6","3",25,52,50,90000
"4466","10","3","1","3","1","97","M","1","L","L","L","L","L","L","L","L","41","4","15","3","3","419230","2","1","2","2","1","2","1","2","2","76","7","5",25,52,40,102000
"4467","10","3","6","3","5","87","F","2","L","L","L","L","L","L","L","L","43","4","26","5","4","438920","3","1","1","1","2","3","1","2","2","61","6","5",25,52,33,55000
"4468","01","1","6","2","5","88","F","1","L","L","L","L","L","L","L","L","61","6","19","4","4","617910","3","1","1","1","1","2","2","1","1","75","7","4",25,44,40,45000
"4469","10","3","4","1","4","85","F","1","L","L","L","L","L","L","L","L","11","1","16","8","5","116730","2","1","1","1","3","2","2","3","1","71","7","0",25,52,30,150000
"4470","10","3","4","6","5","92","M","1","L","L","L","L","L","L","L","L","11","1","15","3","4","116730","1","1","2","2","1","2","1","1","3","11","1","0",23,52,42,98000
"4471","03","1","1","1","5","87","M","3","Y","Y","N","Y","Y","Y","N","Y","71","7","15","4","4","716550","2","1","1","1","2","2","1","1","2","74","7","6",32,52,50,325000
"4472","11","3","6","2","5","87","F","2","L","L","L","L","L","L","L","L","61","6","18","2","3","617870","1","1","1","1","1","1","1","1","1","61","6","7",27,52,40,117000
"4473","05","1","6","2","5","88","M","2","L","L","L","L","L","L","L","L","61","6","14","4","4","617860","1","1","1","1","1","1","1","1","1","61","6","6",33,52,40,119000
"4474","01","1","2","1","5","88","F","1","L","L","L","L","L","L","L","L","75","7","15","5","4","759260","2","1","2","1","1","2","1","1","1","63","6","0",22,36,44,43200
"4475","10","3","3","3","4","98","F","2","L","L","L","L","L","L","L","L","71","7","M","4","4","716590","1","1","1","2","1","1","1","1","2","72","7","5",27,52,40,80000
"4476","17","2","1","1","5","98","M","1","L","L","L","L","L","L","L","L","56","5","15","7","4","567350","3","1","1","1","1","2","1","1","1","56","5","0",28,52,40,108000
"4477","10","3","5","6","5","98","M","2","L","L","L","L","L","L","L","L","56","5","16","4","2","567350","2","1","2","2","2","2","1","1","2","56","5","10",33,52,40,95000
"4478","10","3","6","7","7","93","M","1","L","L","L","L","L","L","L","L","56","5","16","3","4","567350","3","2","2","2","1","2","2","3","2","51","5","3",29,52,40,110000
"4479","10","3","6","3","5","98","M","1","L","L","L","L","L","L","L","L","52","5","15","4","3","527250","3","1","2","3","1","2","1","2","1","52","5","4",29,52,45,103000
"4480","05","1","1","1","4","91","F","1","L","L","L","L","L","L","L","L","52","5","15","5","4","527250","2","1","2","1","2","2","1","1","1","31","3","0",23,52,50,36000
"4481","15","2","3","1","5","92","M","2","L","L","L","L","L","L","L","L","53","5","15","4","4","537260","2","1","3","2","2","2","2","1","1","53","5","3",26,52,40,75753
"4482","10","3","3","5","5","91","M","1","L","L","L","L","L","L","L","L","56","5","15","2","4","567350","2","1","2","2","1","1","1","2","2","57","5","0",31,52,40,230000
"4483","10","3","6","3","5","88","M","2","L","L","L","L","L","L","L","L","71","7","15","5","4","716530","1","1","2","1","2","2","1","2","1","72","7","10",34,52,70,167000
"4484","10","3","4","1","7","85","M","1","L","L","L","L","L","L","L","L","12","1","15","5","5","128410","2","1","2","2","1","2","1","1","2","11","1","2",22,52,40,150000
"4485","01","1","2","1","7","91","F","2","L","L","L","L","L","L","L","L","31","3","16","7","5","318730","1","1","2","1","2","2","1","1","2","63","6","2",30,52,50,50000
"4486","11","3","6","1","5","93","F","2","L","L","L","L","L","L","L","L","22","2","18","3","3","226320","2","2","2","1","1","2","2","2","1","23","2","9",33,52,30,38000
"4487","10","3","6","3","7","97","M","1","L","L","L","L","L","L","L","L","52","5","22","4","4","527250","1","2","2","2","1","2","1","1","4","65","6","1",29,52,40,170000
"4488","10","3","4","1","5","98","M","2","L","L","L","L","L","L","L","L","71","7","16","4","4","716530","1","1","1","2","2","2","1","1","2","11","1","9",32,52,40,95000
"4489","03","1","1","1","5","87","M","2","L","L","L","L","L","L","L","L","31","3","15","5","7","318730","1","2","1","2","3","1","2","2","1","31","3","2",26,52,70,35000
"4490","10","3","3","6","1","97","F","1","L","L","L","L","L","L","L","L","41","4","15","2","2","419230","1","1","1","1","2","1","1","1","2","76","7","2",27,52,45,65000
"4491","10","3","6","7","5","98","M","1","L","L","L","L","L","L","L","L","53","5","16","4","4","537260","2","1","3","1","1","3","1","1","3","53","5","0",27,52,40,82300
"4492","13","3","6","3","5","98","F","1","L","L","L","L","L","L","L","L","45","4","15","2","4","459240","1","1","2","2","2","2","1","1","1","61","6","4",33,52,40,56000
"4493","10","3","1","4","4","96","M","1","L","L","L","L","L","L","L","L","11","1","19","4","4","116730","2","1","2","1","1","1","1","1","1","11","1","0",25,52,40,30000
"4494","11","3","1","1","5","87","M","2","L","L","L","L","L","L","L","L","56","5","16","5","4","567350","1","1","1","1","1","1","1","1","1","64","6","7",28,52,40,84000
"4495","01","1","2","3","5","90","F","2","L","L","L","L","L","L","L","L","72","7","22","7","5","727050","2","1","1","1","1","1","2","1","1","73","7","2",34,26,40,54050
"4496","01","1","2","1","5","87","F","2","L","L","L","L","L","L","L","L","72","7","15","4","4","727130","4","2","2","1","2","2","2","2","1","63","6","3",34,52,45,58000
